Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,2.06354,55.7585,1,,0
QUIC,4.06954,55.7089,1,,0
QUIC,4.56954,56.0647,1,,0
QUIC,5.0636,55.3067,1,,0
QUIC,6.06064,65.6768,1,,0
QUIC,7.56656,55.4508,1,,0
QUIC,8.06056,74.9504,1,,0
QUIC,8.55957,65.8783,1,,0
QUIC,9.06348,81.3077,1,,0
QUIC,10.5677,55.9842,1,,0
QUIC,11.5637,64.9458,1,,0
QUIC,12.0635,64.9543,1,,0
QUIC,13.5606,55.8584,1,,0
QUIC,14.0744,74.9535,1,,0
QUIC,16.5736,55.3058,1,,0
QUIC,1.56351,-1,0,Timeout,0
QUIC,17.5645,55.4624,1,,0
QUIC,19.0685,55.7058,1,,0
QUIC,20.5676,55.7794,1,,0
QUIC,21.5706,55.3136,1,,0
QUIC,22.0684,55.3093,1,,0
QUIC,22.5654,55.7155,1,,0
QUIC,23.0707,66.0652,1,,0
QUIC,12.5638,-1,0,Timeout,0
QUIC,13.0705,-1,0,Timeout,0
QUIC,15.5616,-1,0,Timeout,0
