FluxoID,Protocolo,Origem,Destino,PortaOrigem,PortaDestino,BytesTx,BytesRx,PacotesTx,PacotesRx,PacotesPerdidos,AtrasoSoma_s,AtrasoMedio_s,Vazao_Mbps
1,UDP,10.11.0.2,10.0.0.1,49153,8000,283978,265659,207,194,16,5.32933,0.0274708,0.805111
2,UDP,10.11.1.2,10.0.0.1,49153,8000,1006895,941081,718,674,47,18.4696,0.0274029,0.761221
3,UDP,10.11.2.2,10.0.0.1,49153,8000,974376,908922,702,658,45,18.0291,0.0273998,0.736094
4,UDP,10.11.3.2,10.0.0.1,49153,8000,341922,319121,243,228,18,6.26182,0.0274641,0.793836
5,UDP,10.11.4.2,10.0.0.1,49153,8000,521225,492380,377,358,19,9.82406,0.0274415,0.841012
6,UDP,10.11.5.2,10.0.0.1,49153,8000,1249,0,1,0,1,0,0,0
7,UDP,10.11.6.2,10.0.0.1,49153,8000,598314,558767,428,402,30,11.0224,0.027419,0.77303
8,UDP,10.11.7.2,10.0.0.1,49153,8000,176806,164693,128,120,11,3.30678,0.0275565,0.756258
9,UDP,10.11.8.2,10.0.0.1,49153,8000,682522,635080,487,454,35,12.459,0.0274428,0.775261
10,UDP,10.11.9.2,10.0.0.1,49153,8000,1431347,1347863,1016,959,58,26.2832,0.0274069,0.775021
11,UDP,10.11.10.2,10.0.0.1,49153,8000,2867010,2701587,2014,1904,92,52.1475,0.0273884,0.805536
12,UDP,10.11.11.2,10.0.0.1,49153,8000,376207,356462,276,262,16,7.2037,0.027495,0.765242
13,UDP,10.11.12.2,10.0.0.1,49153,8000,852546,798776,610,570,42,15.6412,0.0274407,0.776316
14,UDP,10.11.13.2,10.0.0.1,49153,8000,175101,156964,127,115,14,3.17847,0.0276389,0.76378
15,UDP,10.11.14.2,10.0.0.1,49153,8000,1249,0,1,0,1,0,0,0
16,UDP,10.11.15.2,10.0.0.1,49153,8000,1156401,1095009,831,790,41,21.6638,0.0274225,0.91028
17,UDP,10.11.16.2,10.0.0.1,49153,8000,151038,138989,111,103,10,2.85572,0.0277255,0.78986
18,UDP,10.11.17.2,10.0.0.1,49153,8000,950726,906189,682,651,34,17.8644,0.0274415,0.879349
19,UDP,10.11.18.2,10.0.0.1,49153,8000,1249,0,1,0,1,0,0,0
20,UDP,10.11.19.2,10.0.0.1,49153,8000,90213,84168,66,62,6,1.74262,0.0281067,0.675332
21,UDP,10.11.20.2,10.0.0.1,49153,8000,14305,11543,14,12,3,0.348115,0.0290096,0.43782
22,UDP,10.11.21.2,10.0.0.1,49153,8000,18826,17575,17,16,1,0.468033,0.0292521,0.675947
23,UDP,10.11.22.2,10.0.0.1,49153,8000,134381,122383,98,89,9,2.47828,0.0278458,0.878321
24,UDP,10.11.23.2,10.0.0.1,49153,8000,1145254,1080725,822,777,48,21.3196,0.0274383,0.837765
25,UDP,10.11.24.2,10.0.0.1,49153,8000,622530,584101,443,419,25,11.5179,0.027489,0.810726
26,UDP,10.11.25.2,10.0.0.1,49153,8000,1305223,1241802,925,882,46,24.1968,0.0274341,0.848409
27,UDP,10.11.26.2,10.0.0.1,49153,8000,2794463,2617923,1976,1859,90,50.9345,0.0273989,0.778225
28,UDP,10.11.27.2,10.0.0.1,49153,8000,1907570,1807511,1338,1270,70,34.8224,0.0274192,0.818543
29,UDP,10.11.28.2,10.0.0.1,49153,8000,752354,712475,544,517,30,14.209,0.0274836,0.833613
30,UDP,10.11.29.2,10.0.0.1,49153,8000,88620,84087,64,61,5,1.72138,0.0282194,0.791802
31,UDP,10.11.30.2,10.0.0.1,49153,8000,467926,439007,333,314,21,8.6642,0.027593,0.749222
32,UDP,10.11.31.2,10.0.0.1,49153,8000,2116963,1990275,1487,1405,85,38.5202,0.0274165,0.783188
33,UDP,10.11.32.2,10.0.0.1,49153,8000,550603,509571,397,369,29,10.1592,0.0275318,0.673023
34,UDP,10.11.33.2,10.0.0.1,49153,8000,953254,891731,673,632,46,17.3611,0.02747,0.806769
35,UDP,10.11.34.2,10.0.0.1,49153,8000,610355,578270,437,415,22,11.4472,0.0275835,0.923858
36,UDP,10.11.35.2,10.0.0.1,49153,8000,367888,349678,267,255,13,7.05859,0.0276807,0.830949
37,UDP,10.11.36.2,10.0.0.1,49153,8000,1355466,1283443,956,907,50,24.8972,0.02745,0.812394
38,UDP,10.11.37.2,10.0.0.1,49153,8000,453490,426242,329,312,19,8.61177,0.0276018,0.816442
39,UDP,10.11.38.2,10.0.0.1,49153,8000,1086458,1028378,791,750,41,20.5943,0.0274591,0.789927
40,UDP,10.11.39.2,10.0.0.1,49153,8000,463080,441616,338,322,16,8.88809,0.0276028,0.923466
41,UDP,10.0.0.1,10.11.0.2,49153,49153,5908,5502,103,97,6,2.6204,0.0270145,0.0166418
42,UDP,10.0.0.1,10.11.1.2,49154,49153,35092,34424,363,356,7,9.62059,0.0270241,0.0278459
43,UDP,10.0.0.1,10.11.2.2,49155,49153,32630,31799,354,346,8,9.34997,0.027023,0.0256879
44,UDP,10.0.0.1,10.11.3.2,49156,49153,7808,7369,125,119,6,3.21487,0.0270157,0.0182471
45,UDP,10.0.0.1,10.11.4.2,49157,49153,12684,12373,189,185,4,4.99811,0.0270168,0.0210678
46,UDP,10.0.0.1,10.11.6.2,49158,49153,17209,16953,219,215,4,5.80929,0.0270199,0.0233563
47,UDP,10.0.0.1,10.11.7.2,49159,49153,3615,3427,67,64,3,1.72887,0.0270136,0.015521
48,UDP,10.0.0.1,10.11.8.2,49160,49153,21659,20703,250,240,10,6.48518,0.0270216,0.0251795
