Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.2,132.485,1,Pending,0
TCP,1,117.587,1,Pending,0
TCP,1.1,120.417,1,Pending,0
TCP,1.3,119.573,1,Pending,0
TCP,1.5,122.748,1,Pending,0
TCP,1.4,121.536,1,Pending,0
TCP,1.6,120.648,1,Pending,0
TCP,1.7,116.541,1,Pending,0
TCP,1.8,112.596,1,Pending,0
TCP,1.9,121.647,1,Pending,0
TCP,2,117.606,1,Pending,0
TCP,2.1,113.496,1,Pending,0
TCP,2.2,119.551,1,Pending,0
TCP,2.3,122.581,1,Pending,0
TCP,2.4,123.64,1,Pending,0
TCP,2.5,115.486,1,Pending,0
TCP,2.6,123.589,1,Pending,0
TCP,2.7,121.552,1,Pending,0
TCP,2.8,115.433,1,Pending,0
TCP,2.9,127.586,1,Pending,0
TCP,3,115.401,1,Pending,0
TCP,3.1,112.59,1,Pending,0
TCP,3.2,119.679,1,Pending,0
TCP,3.3,120.594,1,Pending,0
TCP,3.4,115.659,1,Pending,0
TCP,3.5,124.567,1,Pending,0
TCP,3.6,119.713,1,Pending,0
TCP,3.7,119.511,1,Pending,0
TCP,3.8,123.424,1,Pending,0
TCP,3.9,126.661,1,Pending,0
TCP,4,118.441,1,Pending,0
TCP,4.1,115.576,1,Pending,0
TCP,4.2,126.454,1,Pending,0
TCP,4.3,117.582,1,Pending,0
TCP,4.4,117.578,1,Pending,0
TCP,4.5,119.619,1,Pending,0
TCP,4.6,115.845,1,Pending,0
TCP,4.7,124.419,1,Pending,0
TCP,4.8,122.607,1,Pending,0
TCP,4.9,122.577,1,Pending,0
TCP,5,125.715,1,Pending,0
TCP,5.1,126.639,1,Pending,0
TCP,5.2,115.613,1,Pending,0
TCP,5.3,129.684,1,Pending,0
TCP,5.4,123.558,1,Pending,0
