Protocolo,Execucao,Timestamp,Sucessos,Tentativas,TaxaSucesso,LatenciaMediaMs,LatenciaMinMs,LatenciaMaxMs,BytesRx,PacotesRx,PacotesEnviadosEst,TaxaEntrega,Fluxos0RTT,VarianteTCP,GargaloBw,GargaloDelay,GargaloErro,ServidorBw,ServidorDelay,AcessoBw,AcessoDelay,WiFi,WiFiPadrao,WiFiTaxa,DisciplinaFila,TraficoFundo,TaxaFundo,NosFundo,NumClientes,ConexoesPorCliente,IntervaloConexoes,TimeoutHandshake,Duracao
TCP,0,2026-06-25-07-33-31,0,0,0.00,0.00,0.00,0.00,0,0,0,0.0,0,ns3::TcpNewReno,100Mbps,20ms,0.1,100Mbps,5ms,10Mbps,2ms,0,80211ac,VhtMcs7,ns3::PfifoFastQueueDisc,1,1666666bps,30,0,1,0.5,5.0,30.0
QUIC,0,2026-06-25-07-33-31,3,5,60.00,72.81,67.45,75.49,0,0,0,0.0,0,ns3::TcpNewReno,100Mbps,20ms,0.1,100Mbps,5ms,10Mbps,2ms,0,80211ac,VhtMcs7,ns3::PfifoFastQueueDisc,1,1666666bps,30,5,1,0.5,5.0,30.0
