Protocolo,Execucao,Timestamp,Sucessos,Tentativas,TaxaSucesso,LatenciaMediaMs,LatenciaMinMs,LatenciaMaxMs,BytesRx,PacotesRx,PacotesEnviadosEst,TaxaEntrega,Fluxos0RTT,VarianteTCP,GargaloBw,GargaloDelay,GargaloErro,ServidorBw,ServidorDelay,AcessoBw,AcessoDelay,WiFi,WiFiPadrao,WiFiTaxa,DisciplinaFila,TraficoFundo,TaxaFundo,NosFundo,NumClientes,ConexoesPorCliente,IntervaloConexoes,TimeoutHandshake,Duracao
TCP,0,2026-06-25-04-48-12,0,0,0.00,0.00,0.00,0.00,0,0,0,0.0,0,ns3::TcpNewReno,30Mbps,20ms,0.1,100Mbps,5ms,100Mbps,2ms,0,80211ac,VhtMcs7,ns3::PfifoFastQueueDisc,1,0.10Mbps,240,0,1,0.5,15.0,30.0
QUIC,0,2026-06-25-04-48-12,3,5,60.00,55.37,55.29,55.44,0,0,0,0.0,0,ns3::TcpNewReno,30Mbps,20ms,0.1,100Mbps,5ms,100Mbps,2ms,0,80211ac,VhtMcs7,ns3::PfifoFastQueueDisc,1,0.10Mbps,240,5,1,0.5,15.0,30.0
