Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,2.1,-1,0,Timeout,0
TCP,1.1,1175.52,1,Pending,0
TCP,1.5,5113.19,1,Pending,0
TCP,1.2,1135.31,1,Pending,0
TCP,1,9114.2,1,Pending,0
TCP,1.4,122.825,1,Pending,0
TCP,1.3,1122.71,1,Pending,0
TCP,1.8,12297,1,Pending,0
TCP,1.7,4169.45,1,Pending,0
TCP,1.6,13504.9,1,Pending,0
TCP,1.9,1171.55,1,Pending,0
TCP,2,119.214,1,Pending,0
TCP,2.2,1171.65,1,Pending,0
TCP,2.3,1122.72,1,Pending,0
TCP,2.4,1176.6,1,Pending,0
TCP,2.5,1435.02,1,Pending,0
TCP,2.6,121.565,1,Pending,0
TCP,2.7,113.674,1,Pending,0
TCP,2.8,6118.4,1,Pending,0
TCP,2.9,3112.38,1,Pending,0
TCP,3,1175.03,1,Pending,0
TCP,3.1,1177.58,1,Pending,0
TCP,3.2,3116.07,1,Pending,0
TCP,3.3,16860.6,1,Pending,0
TCP,3.4,9120.11,1,Pending,0
TCP,3.5,1120.82,1,Pending,0
TCP,3.6,120.553,1,Pending,0
TCP,3.7,115.373,1,Pending,0
TCP,3.8,130.454,1,Pending,0
TCP,3.9,1119.88,1,Pending,0
TCP,4,1173.29,1,Pending,0
TCP,4.1,2119.37,1,Pending,0
TCP,4.2,1179.48,1,Pending,0
TCP,4.3,115.977,1,Pending,0
TCP,4.4,121.616,1,Pending,0
TCP,4.5,2124.5,1,Pending,0
TCP,4.6,2436.06,1,Pending,0
TCP,4.7,120.578,1,Pending,0
TCP,4.8,1173.87,1,Pending,0
TCP,4.9,1179.82,1,Pending,0
TCP,5,1234.16,1,Pending,0
TCP,5.1,119.3,1,Pending,0
TCP,5.2,128.691,1,Pending,0
TCP,5.3,126.512,1,Pending,0
TCP,5.4,117.395,1,Pending,0
