Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.55457,55.2941,1,,0
QUIC,2.05457,55.4386,1,,0
QUIC,2.55464,55.4928,1,,0
QUIC,4.55457,55.2941,1,,0
QUIC,5.55457,55.4088,1,,0
QUIC,6.05457,55.2941,1,,0
QUIC,6.55457,55.2941,1,,0
QUIC,7.05467,55.4386,1,,0
QUIC,8.55457,65.2945,1,,0
QUIC,9.55457,55.2941,1,,0
QUIC,12.0546,54.9732,1,,0
QUIC,13.0546,55.5831,1,,0
QUIC,13.5546,65.2953,1,,0
QUIC,14.0546,65.439,1,,0
QUIC,15.0546,55.2941,1,,0
QUIC,15.5548,55.6876,1,,0
QUIC,17.0546,89.6648,1,,0
QUIC,17.5548,55.6502,1,,0
QUIC,19.0546,55.299,1,,0
QUIC,19.5547,55.4021,1,,0
QUIC,20.5546,64.6627,1,,0
QUIC,21.0546,55.2941,1,,0
QUIC,22.0546,55.2941,1,,0
QUIC,22.5546,55.2941,1,,0
QUIC,8.05457,-1,0,Timeout,0
QUIC,9.05457,-1,0,Timeout,0
QUIC,16.0546,-1,0,Timeout,0
QUIC,18.5546,-1,0,NoShortPacket,0
QUIC,21.5546,-1,0,NoShortPacket,0
