Protocolo,Execucao,Timestamp,Sucessos,Tentativas,TaxaSucesso,LatenciaMediaMs,LatenciaMinMs,LatenciaMaxMs,BytesRx,PacotesRx,PacotesEnviadosEst,TaxaEntrega,Fluxos0RTT,VarianteTCP,GargaloBw,GargaloDelay,GargaloErro,ServidorBw,ServidorDelay,AcessoBw,AcessoDelay,WiFi,WiFiPadrao,WiFiTaxa,DisciplinaFila,TraficoFundo,TaxaFundo,NosFundo,NumClientes,ConexoesPorCliente,IntervaloConexoes,TimeoutHandshake,Duracao
TCP,0,2026-06-25-04-49-22,45,45,100.00,539.17,108.87,3109.13,0,0,0,0.0,0,ns3::TcpNewReno,100Mbps,20ms,0.0,100Mbps,5ms,100Mbps,2ms,0,80211ac,VhtMcs7,ns3::PfifoFastQueueDisc,1,0.12Mbps,240,45,1,0.5,15.0,30.0
