Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.05524,56.0943,1,,0
QUIC,1.05557,57.2287,1,,0
QUIC,1.05724,59.9647,1,,0
QUIC,1.05824,63.3679,1,,0
QUIC,1.06091,65.4372,1,,0
QUIC,1.06124,66.2375,1,,0
QUIC,1.06158,67.3719,1,,0
QUIC,1.06191,68.5063,1,,0
QUIC,1.06225,69.6407,1,,0
QUIC,1.06258,70.7751,1,,0
QUIC,1.06358,72.7103,1,,0
QUIC,1.06425,74.9791,1,,0
QUIC,1.05591,83.7662,1,,0
QUIC,1.05657,84.5661,1,,0
QUIC,1.06558,80.7447,1,,0
QUIC,1.06591,81.9543,1,,0
QUIC,1.06625,82.7546,1,,0
QUIC,1.05958,89.572,1,,0
QUIC,1.06692,83.6306,1,,0
QUIC,1.06024,90.3728,1,,0
QUIC,1.06758,84.9159,1,,0
QUIC,1.06525,89.2014,1,,0
QUIC,1.06458,101.85,1,,0
QUIC,1.06491,103.394,1,,0
QUIC,1.05491,-1,0,Timeout,0
QUIC,1.05757,-1,0,Timeout,0
QUIC,1.05791,-1,0,Timeout,0
QUIC,1.06325,-1,0,Timeout,0
QUIC,1.06391,-1,0,Timeout,0
