Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1,7108.85,1,Pending,0
TCP,1.1,1163.46,1,Pending,0
TCP,1.2,9054.03,1,Pending,0
TCP,1.3,108.871,1,Pending,0
TCP,1.4,3109,1,Pending,0
TCP,1.5,9108.85,1,Pending,0
TCP,1.6,108.871,1,Pending,0
TCP,1.7,14824.1,1,Pending,0
TCP,1.8,1108.87,1,Pending,0
TCP,1.9,1617.25,1,Pending,0
TCP,2,2163.07,1,Pending,0
TCP,2.1,108.935,1,Pending,0
TCP,2.2,1163.21,1,Pending,0
TCP,2.3,108.974,1,Pending,0
TCP,2.4,108.871,1,Pending,0
TCP,2.5,108.94,1,Pending,0
TCP,2.6,109.026,1,Pending,0
TCP,2.7,2108.97,1,Pending,0
TCP,2.8,109.124,1,Pending,0
TCP,2.9,1162.92,1,Pending,0
TCP,3,1162.92,1,Pending,0
TCP,3.1,108.91,1,Pending,0
TCP,3.2,108.987,1,Pending,0
TCP,3.3,2217.55,1,Pending,0
TCP,3.4,1163.11,1,Pending,0
TCP,3.5,1108.73,1,Pending,0
TCP,3.6,108.965,1,Pending,0
TCP,3.7,2162.8,1,Pending,0
TCP,3.8,108.871,1,Pending,0
TCP,3.9,1163.21,1,Pending,0
TCP,4,13423.1,1,Pending,0
TCP,4.1,3108.96,1,Pending,0
TCP,4.2,1617.17,1,Pending,0
TCP,4.3,3163.15,1,Pending,0
TCP,4.4,6108.87,1,Pending,0
TCP,4.5,4108.73,1,Pending,0
TCP,4.6,1163.04,1,Pending,0
TCP,4.7,1108.85,1,Pending,0
TCP,4.8,3617.17,1,Pending,0
TCP,4.9,1108.73,1,Pending,0
TCP,5,108.908,1,Pending,0
TCP,5.1,4108.76,1,Pending,0
TCP,5.2,109.001,1,Pending,0
TCP,5.3,3108.87,1,Pending,0
TCP,5.4,2108.73,1,Pending,0
