Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.1,125.521,1,Pending,0
TCP,1.6,122.385,1,Pending,0
TCP,2,115.878,1,Pending,0
TCP,1.7,127.407,1,Pending,0
TCP,1.3,117.543,1,Pending,0
TCP,1,115.598,1,Pending,0
TCP,1.5,121.398,1,Pending,0
TCP,1.2,117.538,1,Pending,0
TCP,1.8,117.645,1,Pending,0
TCP,1.4,118.62,1,Pending,0
TCP,1.9,124.626,1,Pending,0
TCP,2.1,115.458,1,Pending,0
TCP,2.2,116.963,1,Pending,0
TCP,2.3,117.604,1,Pending,0
TCP,2.4,117.502,1,Pending,0
TCP,2.5,114.641,1,Pending,0
TCP,2.6,126.739,1,Pending,0
TCP,2.7,124.549,1,Pending,0
TCP,2.8,120.419,1,Pending,0
TCP,2.9,127.559,1,Pending,0
TCP,3,123.393,1,Pending,0
TCP,3.1,116.631,1,Pending,0
TCP,3.2,123.603,1,Pending,0
TCP,3.3,127.47,1,Pending,0
TCP,3.4,122.643,1,Pending,0
TCP,3.5,119.382,1,Pending,0
TCP,3.6,123.546,1,Pending,0
TCP,3.7,124.597,1,Pending,0
TCP,3.8,118.59,1,Pending,0
TCP,3.9,121.656,1,Pending,0
TCP,4,120.871,1,Pending,0
TCP,4.1,122.542,1,Pending,0
TCP,4.2,121.958,1,Pending,0
TCP,4.3,122.581,1,Pending,0
TCP,4.4,125.364,1,Pending,0
TCP,4.5,116.581,1,Pending,0
TCP,4.6,121.605,1,Pending,0
TCP,4.7,126.561,1,Pending,0
TCP,4.8,125.64,1,Pending,0
TCP,4.9,120.516,1,Pending,0
TCP,5,119.56,1,Pending,0
TCP,5.1,127.746,1,Pending,0
TCP,5.2,122.552,1,Pending,0
TCP,5.3,125.655,1,Pending,0
TCP,5.4,123.795,1,Pending,0
