Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.05457,55.2941,1,,0
QUIC,1.05491,56.4285,1,,0
QUIC,1.05524,57.5629,1,,0
QUIC,1.05557,58.6973,1,,0
QUIC,1.05591,59.8317,1,,0
QUIC,1.05624,60.966,1,,0
QUIC,1.05657,62.1004,1,,0
QUIC,1.05691,63.2348,1,,0
QUIC,1.05724,64.3692,1,,0
QUIC,1.05757,65.5036,1,,0
QUIC,1.05791,66.638,1,,0
QUIC,1.05824,67.7724,1,,0
QUIC,1.05858,68.9068,1,,0
QUIC,1.05891,70.0412,1,,0
QUIC,1.05924,71.1756,1,,0
QUIC,1.05958,72.31,1,,0
QUIC,1.05991,73.4444,1,,0
QUIC,1.06024,74.5788,1,,0
QUIC,1.06058,75.7132,1,,0
QUIC,1.06091,76.8476,1,,0
QUIC,1.06124,77.982,1,,0
QUIC,1.06158,79.1164,1,,0
QUIC,1.06191,80.2508,1,,0
QUIC,1.06225,81.3852,1,,0
QUIC,1.06258,82.5196,1,,0
QUIC,1.06291,83.654,1,,0
QUIC,1.06325,84.7884,1,,0
QUIC,1.06358,85.9228,1,,0
QUIC,1.06391,87.0572,1,,0
QUIC,1.06425,88.1916,1,,0
QUIC,1.06458,89.7354,1,,0
QUIC,1.06491,91.2791,1,,0
QUIC,1.06525,92.8228,1,,0
QUIC,1.06558,94.3666,1,,0
QUIC,1.06591,95.9103,1,,0
QUIC,1.06625,97.454,1,,0
QUIC,1.06658,98.9978,1,,0
QUIC,1.06692,100.541,1,,0
QUIC,1.06725,102.085,1,,0
QUIC,1.06758,103.629,1,,0
