Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.1,1422.72,1,Pending,0
TCP,1.2,132.143,1,Pending,0
TCP,1,5118.66,1,Pending,0
TCP,1.4,1118.21,1,Pending,0
TCP,1.3,1178.76,1,Pending,0
TCP,1.5,1119.28,1,Pending,0
TCP,1.6,1179.88,1,Pending,0
TCP,1.7,115.541,1,Pending,0
TCP,1.8,114.612,1,Pending,0
TCP,1.9,3114.47,1,Pending,0
TCP,2,124.489,1,Pending,0
TCP,2.1,116.475,1,Pending,0
TCP,2.2,1119.35,1,Pending,0
TCP,2.3,1118.29,1,Pending,0
TCP,2.4,15284,1,Pending,0
TCP,2.5,1119.15,1,Pending,0
TCP,2.6,13441.8,1,Pending,0
TCP,2.7,3111.22,1,Pending,0
TCP,2.8,4118.77,1,Pending,0
TCP,2.9,1177.86,1,Pending,0
TCP,3,1166.76,1,Pending,0
TCP,3.1,4116.15,1,Pending,0
TCP,3.2,2176.85,1,Pending,0
TCP,3.3,2426.08,1,Pending,0
TCP,3.4,3113.16,1,Pending,0
TCP,3.5,120.648,1,Pending,0
TCP,3.6,1179.96,1,Pending,0
TCP,3.7,3171.81,1,Pending,0
TCP,3.8,7173.88,1,Pending,0
TCP,3.9,1434.27,1,Pending,0
TCP,4,3118.15,1,Pending,0
TCP,4.1,1115.14,1,Pending,0
TCP,4.2,2433.63,1,Pending,0
TCP,4.3,116.483,1,Pending,0
TCP,4.4,116.624,1,Pending,0
TCP,4.5,120.555,1,Pending,0
TCP,4.6,120.615,1,Pending,0
TCP,4.7,1173.94,1,Pending,0
TCP,4.8,3174.82,1,Pending,0
TCP,4.9,1125.04,1,Pending,0
TCP,5,3125.6,1,Pending,0
TCP,5.1,122.651,1,Pending,0
TCP,5.2,1172.95,1,Pending,0
TCP,5.3,10168,1,Pending,0
TCP,5.4,3119.14,1,Pending,0
