FluxoID,Protocolo,Origem,Destino,PortaOrigem,PortaDestino,BytesTx,BytesRx,PacotesTx,PacotesRx,PacotesPerdidos,AtrasoSoma_s,AtrasoMedio_s,Vazao_Mbps
1,TCP,10.10.0.2,10.0.0.1,49153,5000,3424,3264,8,5,3,0.136539,0.0273078,0.00789121
2,TCP,10.10.1.2,10.0.0.1,49153,5001,6272,3368,9,7,2,0.190149,0.0271641,0.00851726
3,TCP,10.0.0.1,10.10.1.2,5001,49153,220,168,4,3,1,0.0813445,0.0271148,0.000432284
4,TCP,10.10.2.2,10.0.0.1,49153,5002,6388,3432,11,8,3,0.217371,0.0271714,0.00142475
5,UDP,10.12.6.2,10.0.0.1,49153,9999,725220,611820,1343,1133,161,30.7402,0.0271317,0.164361
6,UDP,10.12.27.2,10.0.0.1,49153,9999,617220,524340,1143,971,118,26.3466,0.0271335,0.140863
7,UDP,10.12.32.2,10.0.0.1,49153,9999,742500,635040,1375,1176,131,31.9131,0.027137,0.171968
8,TCP,10.0.0.1,10.10.2.2,5002,49153,340,284,6,5,1,0.135071,0.0270141,0.000185156
9,UDP,10.12.73.2,10.0.0.1,49153,9999,707400,601020,1310,1113,155,30.1985,0.0271325,0.165268
10,UDP,10.12.2.2,10.0.0.1,49153,9999,617220,525960,1143,974,94,26.4317,0.0271372,0.144437
11,UDP,10.12.42.2,10.0.0.1,49153,9999,547020,461700,1013,855,111,23.206,0.0271415,0.124167
12,UDP,10.12.47.2,10.0.0.1,49153,9999,520020,429300,963,795,119,21.5718,0.0271343,0.115634
13,UDP,10.12.4.2,10.0.0.1,49153,9999,512460,442260,949,819,88,22.2224,0.0271336,0.122763
14,UDP,10.12.49.2,10.0.0.1,49153,9999,522720,453060,968,839,97,22.768,0.0271371,0.121877
15,UDP,10.12.83.2,10.0.0.1,49153,9999,537840,467100,996,865,89,23.4704,0.0271334,0.126005
16,UDP,10.12.63.2,10.0.0.1,49153,9999,585900,507060,1085,939,95,25.4768,0.0271318,0.136465
17,UDP,10.12.39.2,10.0.0.1,49153,9999,629640,537300,1166,995,129,26.999,0.0271346,0.145903
18,UDP,10.12.1.2,10.0.0.1,49153,9999,647460,551880,1199,1022,133,27.7319,0.027135,0.14895
19,UDP,10.12.59.2,10.0.0.1,49153,9999,578880,488700,1072,905,134,24.5575,0.0271353,0.131611
20,UDP,10.12.54.2,10.0.0.1,49153,9999,493560,420120,914,778,115,21.109,0.0271324,0.113176
21,TCP,10.10.3.2,10.0.0.1,49153,5003,3536,3368,10,7,3,0.190474,0.0272106,0.0052188
22,UDP,10.12.71.2,10.0.0.1,49153,9999,604800,509220,1120,943,118,25.5882,0.0271348,0.137206
23,UDP,10.12.72.2,10.0.0.1,49153,9999,588060,494100,1089,915,138,24.8252,0.0271314,0.133184
24,UDP,10.12.55.2,10.0.0.1,49153,9999,528120,443880,978,822,120,22.3067,0.027137,0.119643
25,UDP,10.12.77.2,10.0.0.1,49153,9999,502200,415800,930,770,80,20.8919,0.0271323,0.112128
26,UDP,10.12.43.2,10.0.0.1,49153,9999,593460,509760,1099,944,100,25.6147,0.0271343,0.137506
27,UDP,10.12.33.2,10.0.0.1,49153,9999,675540,568080,1251,1052,118,28.5502,0.0271389,0.153383
28,UDP,10.12.89.2,10.0.0.1,49153,9999,649080,551340,1202,1021,129,27.7014,0.0271317,0.154006
