Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.2,133.855,1,Pending,0
TCP,1.1,127.433,1,Pending,0
TCP,1.7,131.145,1,Pending,0
TCP,1.4,125.443,1,Pending,0
TCP,1,136.016,1,Pending,0
TCP,1.5,121.245,1,Pending,0
TCP,1.6,114.511,1,Pending,0
TCP,1.3,118.978,1,Pending,0
TCP,2.1,118.466,1,Pending,0
TCP,1.9,121.387,1,Pending,0
TCP,1.8,113.479,1,Pending,0
TCP,2,115.418,1,Pending,0
TCP,2.2,115.487,1,Pending,0
TCP,2.4,127.043,1,Pending,0
TCP,2.3,124.657,1,Pending,0
TCP,2.5,118.616,1,Pending,0
TCP,2.6,126.578,1,Pending,0
TCP,2.7,119.984,1,Pending,0
TCP,2.8,113.518,1,Pending,0
TCP,2.9,121.408,1,Pending,0
TCP,3,119.47,1,Pending,0
TCP,3.1,119.557,1,Pending,0
TCP,3.2,121.58,1,Pending,0
TCP,3.3,129.759,1,Pending,0
TCP,3.4,119.25,1,Pending,0
TCP,3.5,117.476,1,Pending,0
TCP,3.6,117.201,1,Pending,0
TCP,3.7,120.53,1,Pending,0
TCP,3.8,126.485,1,Pending,0
TCP,3.9,123.629,1,Pending,0
TCP,4,122.42,1,Pending,0
TCP,4.1,117.386,1,Pending,0
TCP,4.2,122.769,1,Pending,0
TCP,4.3,116.813,1,Pending,0
TCP,4.4,123.938,1,Pending,0
TCP,4.5,124.584,1,Pending,0
TCP,4.6,122.506,1,Pending,0
TCP,4.7,126.572,1,Pending,0
TCP,4.8,120.719,1,Pending,0
TCP,4.9,122.821,1,Pending,0
TCP,5,129.542,1,Pending,0
TCP,5.1,126.236,1,Pending,0
TCP,5.2,122.135,1,Pending,0
TCP,5.3,130.504,1,Pending,0
TCP,5.4,118.869,1,Pending,0
