Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.05457,55.2941,1,,0
QUIC,1.55457,55.4386,1,,0
QUIC,2.05457,55.2941,1,,0
QUIC,2.55457,55.2941,1,,0
QUIC,3.05457,55.2941,1,,0
QUIC,3.55457,55.4386,1,,0
QUIC,4.05457,55.2941,1,,0
QUIC,4.55461,55.4386,1,,0
QUIC,5.05457,55.2941,1,,0
QUIC,5.55457,55.2941,1,,0
QUIC,6.05457,55.4386,1,,0
QUIC,6.55457,55.2941,1,,0
QUIC,7.05457,55.2941,1,,0
QUIC,7.55457,55.3765,1,,0
QUIC,8.05457,55.2941,1,,0
QUIC,8.55457,55.2941,1,,0
QUIC,9.05467,55.2941,1,,0
QUIC,9.55457,55.2941,1,,0
QUIC,10.0546,55.2941,1,,0
QUIC,10.5546,55.4386,1,,0
QUIC,11.0547,55.2941,1,,0
QUIC,11.5546,55.4055,1,,0
QUIC,12.0546,55.2941,1,,0
QUIC,12.5546,55.3437,1,,0
QUIC,13.0546,55.2941,1,,0
QUIC,13.5547,55.2941,1,,0
QUIC,14.0546,55.472,1,,0
QUIC,14.5546,55.2941,1,,0
QUIC,15.0546,55.2941,1,,0
QUIC,15.5546,55.4196,1,,0
QUIC,16.0546,55.2941,1,,0
QUIC,16.5546,55.2941,1,,0
QUIC,17.0546,55.2941,1,,0
QUIC,17.5546,55.2941,1,,0
QUIC,18.0546,55.2941,1,,0
QUIC,18.5546,55.2941,1,,0
QUIC,19.0546,55.2941,1,,0
QUIC,19.5546,55.3628,1,,0
QUIC,20.0546,55.5831,1,,0
QUIC,20.5547,55.2941,1,,0
QUIC,21.0546,55.3099,1,,0
QUIC,21.5546,55.4322,1,,0
QUIC,22.0546,55.2941,1,,0
QUIC,22.5546,55.2941,1,,0
QUIC,23.0546,55.2941,1,,0
