Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.05432,74.3744,1,,0
QUIC,1.55432,54.5906,1,,0
QUIC,2.05432,54.5669,1,,0
QUIC,2.55432,54.5906,1,,0
QUIC,3.05432,54.5906,1,,0
QUIC,4.55432,54.6339,1,,0
QUIC,5.05432,54.5669,1,,0
QUIC,5.55432,64.3739,1,,0
QUIC,6.05432,54.7168,1,,0
QUIC,6.55436,54.6055,1,,0
QUIC,7.05432,54.5906,1,,0
QUIC,7.55432,54.6281,1,,0
QUIC,8.05432,54.6339,1,,0
QUIC,8.55433,54.5669,1,,0
QUIC,9.05432,54.5906,1,,0
QUIC,9.55432,54.5906,1,,0
QUIC,10.0543,54.5906,1,,0
QUIC,10.5543,54.5906,1,,0
QUIC,11.5543,54.5906,1,,0
QUIC,12.0543,54.485,1,,0
QUIC,12.5543,54.5669,1,,0
QUIC,13.0543,54.4708,1,,0
QUIC,13.5543,54.5906,1,,0
QUIC,14.0543,54.7099,1,,0
QUIC,14.5543,54.6339,1,,0
QUIC,15.5543,54.5906,1,,0
QUIC,16.0543,54.5669,1,,0
QUIC,16.5543,54.5669,1,,0
QUIC,17.0544,54.5906,1,,0
QUIC,17.5543,54.5669,1,,0
QUIC,18.0543,74.3744,1,,0
QUIC,18.5543,54.5712,1,,0
QUIC,19.5543,54.5906,1,,0
QUIC,20.0543,54.5669,1,,0
QUIC,20.5543,54.5906,1,,0
QUIC,21.0543,54.5669,1,,0
QUIC,21.5543,54.6042,1,,0
QUIC,22.0543,54.6855,1,,0
QUIC,22.5543,54.6773,1,,0
QUIC,23.0543,54.5669,1,,0
QUIC,11.0543,-1,0,Timeout,0
