Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
QUIC,1.06237,55.1824,1,,0
QUIC,1.56517,55.2042,1,,0
QUIC,2.06236,55.0643,1,,0
QUIC,2.56436,55.1028,1,,0
QUIC,3.06659,55.1817,1,,0
QUIC,3.56731,55.1385,1,,0
QUIC,4.06553,55.8622,1,,0
QUIC,4.56208,55.0964,1,,0
QUIC,5.05905,55.2163,1,,0
QUIC,5.56643,55.0834,1,,0
QUIC,6.0645,55.0906,1,,0
QUIC,6.55832,55.0687,1,,0
QUIC,7.06437,55.0943,1,,0
QUIC,7.56716,56.9255,1,,0
QUIC,8.06827,55.0965,1,,0
QUIC,8.56106,55.4661,1,,0
QUIC,9.06942,55.1505,1,,0
QUIC,9.56614,55.5968,1,,0
QUIC,10.0618,55.2528,1,,0
QUIC,10.5724,55.1065,1,,0
QUIC,11.0623,55.1502,1,,0
QUIC,11.5591,55.1237,1,,0
QUIC,12.0616,55.0729,1,,0
QUIC,12.5669,55.1287,1,,0
QUIC,13.0614,55.284,1,,0
QUIC,13.5704,55.3993,1,,0
QUIC,14.0644,55.0669,1,,0
QUIC,14.5642,55.2547,1,,0
QUIC,15.0684,55.182,1,,0
QUIC,15.5719,55.1065,1,,0
QUIC,16.0636,55.1568,1,,0
QUIC,16.562,55.1383,1,,0
QUIC,17.0725,55.133,1,,0
QUIC,17.5624,55.1655,1,,0
QUIC,18.0639,55.0672,1,,0
QUIC,18.5643,55.1175,1,,0
QUIC,19.0616,55.4015,1,,0
QUIC,19.5616,55.1924,1,,0
QUIC,20.0673,55.0787,1,,0
QUIC,20.5674,55.1372,1,,0
QUIC,21.0716,55.0764,1,,0
QUIC,21.5643,55.1196,1,,0
QUIC,22.0616,56.2372,1,,0
QUIC,22.5749,61.9463,1,,0
QUIC,23.0683,55.1725,1,,0
