Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1,1162.97,1,Pending,0
TCP,1.1,1163.12,1,Pending,0
TCP,1.2,108.871,1,Pending,0
TCP,1.3,108.871,1,Pending,0
TCP,1.4,108.871,1,Pending,0
TCP,1.5,1163.12,1,Pending,0
TCP,1.6,108.871,1,Pending,0
TCP,1.7,3109.11,1,Pending,0
TCP,1.8,108.918,1,Pending,0
TCP,1.9,108.91,1,Pending,0
TCP,2,108.871,1,Pending,0
TCP,2.1,108.967,1,Pending,0
TCP,2.2,108.871,1,Pending,0
TCP,2.3,1163.12,1,Pending,0
TCP,2.4,108.909,1,Pending,0
TCP,2.5,1163.12,1,Pending,0
TCP,2.6,1108.87,1,Pending,0
TCP,2.7,108.871,1,Pending,0
TCP,2.8,1108.8,1,Pending,0
TCP,2.9,108.951,1,Pending,0
TCP,3,108.953,1,Pending,0
TCP,3.1,108.97,1,Pending,0
TCP,3.2,1162.99,1,Pending,0
TCP,3.3,109.022,1,Pending,0
TCP,3.4,108.978,1,Pending,0
TCP,3.5,108.953,1,Pending,0
TCP,3.6,109.129,1,Pending,0
TCP,3.7,108.926,1,Pending,0
TCP,3.8,3108.87,1,Pending,0
TCP,3.9,1108.85,1,Pending,0
TCP,4,4162.97,1,Pending,0
TCP,4.1,108.877,1,Pending,0
TCP,4.2,108.91,1,Pending,0
TCP,4.3,108.871,1,Pending,0
TCP,4.4,108.921,1,Pending,0
TCP,4.5,3162.97,1,Pending,0
TCP,4.6,108.871,1,Pending,0
TCP,4.7,109.012,1,Pending,0
TCP,4.8,108.9,1,Pending,0
TCP,4.9,108.987,1,Pending,0
TCP,5,108.871,1,Pending,0
TCP,5.1,108.871,1,Pending,0
TCP,5.2,108.871,1,Pending,0
TCP,5.3,1108.77,1,Pending,0
TCP,5.4,108.927,1,Pending,0
